"Sol.ID"	"size"
"Solyc09g011090.3.1"	2639
"Solyc09g011100.1.1"	449
"Solyc09g011103.2.1"	458
"Solyc09g011107.2.1"	1329
"Solyc09g160280.1.1"	847
"Solyc09g011110.1.1"	548
"Solyc09g011120.1.1"	830
"Solyc09g011130.1.1"	3515
"Solyc09g011140.4.1"	2814
"Solyc09g011150.1.1"	176
"Solyc09g011160.4.1"	5359
"Solyc09g011170.3.1"	7235
"Solyc09g011190.1.1"	311
"Solyc09g011200.2.1"	4296
"Solyc09g011210.4.1"	2544
"Solyc09g011220.3.1"	4012
"Solyc09g011223.1.1"	2176
"Solyc09g011227.1.1"	754
"Solyc09g011240.3.1"	5357
"Solyc09g011250.3.1"	5972
"Solyc09g011260.2.1"	1675
"Solyc09g011270.5.1"	1902
"Solyc09g011280.1.1"	536
"Solyc09g011290.1.1"	566
"Solyc09g011300.3.1"	4965
"Solyc09g011310.3.1"	4638
"Solyc09g011320.3.1"	7044
"Solyc09g011330.3.1"	2411
"Solyc09g011340.3.1"	7068
"Solyc09g011350.3.1"	746
"Solyc09g011360.4.1"	3758
"Solyc09g011370.3.1"	1403
"Solyc09g011380.3.1"	5434
"Solyc09g011400.1.1"	224
"Solyc09g011410.4.1"	2449
"Solyc09g011420.3.1"	2727
"Solyc09g011430.1.1"	428
"Solyc09g011450.4.1"	7434
"Solyc09g160070.1.1"	18904
"Solyc09g011470.3.1"	3508
"Solyc09g011480.3.1"	3599
"Solyc09g011490.3.1"	1022
"Solyc09g011500.3.1"	1583
"Solyc09g011510.2.1"	1045
"Solyc09g011520.3.1"	1117
"Solyc09g011530.3.1"	290
"Solyc09g011540.2.1"	1099
"Solyc09g011550.4.1"	870
"Solyc09g011590.4.1"	10469
"Solyc09g011600.3.1"	1616
"Solyc09g011610.4.1"	1703
"Solyc09g011630.3.1"	1440
"Solyc09g011640.5.1"	1588
"Solyc09g011650.4.1"	2522
"Solyc09g011660.3.1"	1576
"Solyc09g011665.1.1"	368
"Solyc09g011670.4.1"	3677
"Solyc09g011680.1.1"	314
"Solyc09g011700.1.1"	401
"Solyc09g011720.3.1"	4976
"Solyc09g011730.5.1"	6574
"Solyc09g011740.4.1"	4255
"Solyc09g011750.3.1"	4298
"Solyc09g011760.3.1"	5680
"Solyc09g011770.3.1"	3774
"Solyc09g011780.3.1"	4851
"Solyc09g011790.3.1"	1312
"Solyc09g011800.3.1"	1522
"Solyc09g011810.3.1"	2618
"Solyc09g011820.4.1"	3474
"Solyc09g011830.5.1"	3695
"Solyc09g011840.1.1"	1079
"Solyc09g011850.4.1"	2867
"Solyc09g011860.5.1"	4076
"Solyc09g011870.3.1"	1172
"Solyc09g011880.3.1"	4934
"Solyc09g161260.1.1"	5434
"Solyc09g011890.1.1"	712
"Solyc09g011900.1.1"	839
"Solyc09g011910.3.1"	2777
"Solyc09g011920.3.1"	5246
"Solyc09g011930.3.1"	17444
"Solyc09g150106.1.1"	2846
"Solyc09g011960.2.1"	2444
"Solyc09g011970.4.1"	4345
"Solyc09g011980.1.1"	359
"Solyc09g011990.1.1"	2006
"Solyc09g012000.1.1"	2009
"Solyc09g012010.1.1"	1238
"Solyc09g012020.1.1"	1262
"Solyc09g012040.1.1"	494
"Solyc09g161370.1.1"	737
"Solyc09g013070.3.1"	982
"Solyc09g013080.3.1"	6511
"Solyc09g013090.4.1"	4978
"Solyc09g013100.3.1"	5994
"Solyc09g013110.3.1"	3088
"Solyc09g013120.4.1"	8192
"Solyc09g013130.3.1"	9630
"Solyc09g013140.3.1"	323
"Solyc09g013150.4.1"	5756
"Solyc09g013160.3.1"	7908
"Solyc09g014160.3.1"	1979
"Solyc09g014170.3.1"	7106
"Solyc09g014210.3.1"	2063
"Solyc09g014215.3.1"	1618
"Solyc09g014220.3.1"	2669
"Solyc09g014230.2.1"	3317
"Solyc09g014240.4.1"	3577
"Solyc09g014250.3.1"	2073
"Solyc09g014260.1.1"	197
"Solyc09g014270.1.1"	212
"Solyc09g014280.1.1"	1382
"Solyc09g014300.3.1"	6090
"Solyc09g014310.3.1"	2063
"Solyc09g014320.4.1"	8461
"Solyc09g162050.1.1"	3244
"Solyc09g014340.3.1"	317
"Solyc09g161510.1.1"	5333
"Solyc09g014350.3.1"	3364
"Solyc09g014380.3.1"	4272
"Solyc09g014390.1.1"	1205
"Solyc09g014400.3.1"	3187
"Solyc09g014410.3.1"	5611
"Solyc09g014440.4.1"	11175
"Solyc09g014430.1.1"	206
"Solyc09g014450.4.1"	3795
"Solyc09g014460.1.1"	572
"Solyc09g014470.2.1"	2414
"Solyc09g014480.3.1"	1007
"Solyc09g014490.4.1"	4448
"Solyc09g014500.3.1"	4947
"Solyc09g014510.3.1"	3053
"Solyc09g014520.3.1"	2150
"Solyc09g014525.1.1"	1745
"Solyc09g014540.3.1"	305
"Solyc09g161620.1.1"	5028
"Solyc09g014550.3.1"	1010
"Solyc09g014560.2.1"	2314
"Solyc09g161640.1.1"	682
"Solyc09g014565.1.1"	1215
"Solyc09g014580.3.1"	899
"Solyc09g014590.4.1"	1123
"Solyc09g014600.1.1"	404
"Solyc09g014610.4.1"	2814
"Solyc09g014620.3.1"	2345
"Solyc09g150107.1.1"	2056
"Solyc09g160200.1.1"	2514
"Solyc09g162080.1.1"	457
"Solyc09g161670.1.1"	274
"Solyc09g161680.1.1"	2242
"Solyc09g150108.1.1"	870
"Solyc09g014640.2.1"	4771
"Solyc09g014642.1.1"	1953
"Solyc09g014643.1.1"	3460
"Solyc09g161700.1.1"	10467
"Solyc09g014644.1.1"	879
"Solyc09g161710.1.1"	1638
"Solyc09g014645.1.1"	4738
"Solyc09g161720.1.1"	2327
"Solyc09g161740.1.1"	1267
"Solyc09g014646.1.1"	2099
"Solyc09g014647.1.1"	398
"Solyc09g014648.1.1"	492
"Solyc09g014649.1.1"	1243
"Solyc09g014690.3.1"	2770
"Solyc09g014700.3.1"	2756
"Solyc09g014705.1.1"	492
"Solyc09g014720.3.1"	3505
"Solyc09g014730.4.1"	4128
"Solyc09g014740.3.1"	4634
"Solyc09g014750.1.1"	305
"Solyc09g014760.4.1"	5775
"Solyc09g014770.3.1"	12946
"Solyc09g014780.3.1"	17584
"Solyc09g014790.5.1"	5409
"Solyc09g014800.3.1"	1920
"Solyc09g014820.3.1"	5071
"Solyc09g014830.3.1"	1268
"Solyc09g160110.1.1"	2817
"Solyc09g160410.1.1"	1308
"Solyc09g014860.3.1"	4107
"Solyc09g014870.1.1"	425
"Solyc09g014890.3.1"	28208
"Solyc09g014900.3.1"	2463
"Solyc09g014910.4.1"	1731
"Solyc09g014930.1.1"	1490
"Solyc09g014940.3.1"	494
"Solyc09g014950.2.1"	898
"Solyc09g014970.5.1"	1327
"Solyc09g014980.4.1"	8978
"Solyc09g014990.4.1"	2965
"Solyc09g014993.1.1"	1473
"Solyc09g150109.1.1"	19207
"Solyc09g015000.4.1"	1041
"Solyc09g015020.1.1"	464
"Solyc09g015030.1.1"	218
"Solyc09g162090.1.1"	4119
"Solyc09g015040.1.1"	1532
"Solyc09g015060.1.1"	557
"Solyc09g015070.3.1"	3228
"Solyc09g015080.3.1"	2685
"Solyc09g161850.1.1"	5193
"Solyc09g161860.1.1"	397
"Solyc09g161840.1.1"	2990
"Solyc09g015085.1.1"	7552
"Solyc09g015110.2.1"	1987
"Solyc09g160210.1.1"	708
"Solyc09g015120.4.1"	5111
"Solyc09g015130.5.1"	3379
"Solyc09g015140.2.1"	1516
"Solyc09g015145.1.1"	3281
"Solyc09g161870.1.1"	385
"Solyc09g015150.1.1"	389
"Solyc09g162100.1.1"	406
"Solyc09g015160.2.1"	1538
"Solyc09g015170.4.1"	3129
"Solyc09g015180.4.1"	885
"Solyc09g015190.2.1"	1342
"Solyc09g160420.1.1"	671
"Solyc09g015200.1.1"	185
"Solyc09g015210.1.1"	641
"Solyc09g015220.3.1"	815
"Solyc09g015227.2.1"	701
"Solyc09g015230.1.1"	1677
"Solyc09g015240.1.1"	2613
"Solyc09g015245.1.1"	4750
"Solyc09g015250.1.1"	926
"Solyc09g015260.1.1"	503
"Solyc09g015280.1.1"	1975
"Solyc09g015290.1.1"	242
"Solyc09g015300.1.1"	356
"Solyc09g015310.3.1"	353
"Solyc09g015320.3.1"	2538
"Solyc09g015340.3.1"	2467
"Solyc09g015350.4.1"	5836
"Solyc09g015360.5.1"	4044
"Solyc09g015370.1.1"	2087
"Solyc09g160120.1.1"	296
"Solyc09g015380.1.1"	605
"Solyc09g150111.1.1"	2917
"Solyc09g015420.3.1"	1869
"Solyc09g161880.1.1"	740
"Solyc09g015430.3.1"	661
"Solyc09g015440.1.1"	865
"Solyc09g015450.3.1"	797
"Solyc09g015457.1.1"	724
"Solyc09g161890.1.1"	492
"Solyc09g015460.3.1"	1053
"Solyc09g015470.5.1"	4265
"Solyc09g015475.2.1"	664
"Solyc09g162110.1.1"	7861
"Solyc09g150112.1.1"	1214
"Solyc09g015490.3.1"	4579
"Solyc09g015500.1.1"	751
"Solyc09g161900.1.1"	2632
"Solyc09g161910.1.1"	394
"Solyc09g150113.1.1"	2858
"Solyc09g015520.3.1"	3619
"Solyc09g015530.3.1"	9655
"Solyc09g160130.1.1"	605
"Solyc09g161920.1.1"	2652
"Solyc09g015580.1.1"	2006
"Solyc09g015585.1.1"	8042
"Solyc09g015610.1.1"	617
"Solyc09g015630.2.1"	3871
"Solyc09g015650.4.1"	7010
"Solyc09g015660.4.1"	12264
"Solyc09g015670.3.1"	6488
"Solyc09g015730.1.1"	2934
"Solyc09g015740.3.1"	676
"Solyc09g015770.3.1"	1802
"Solyc09g161930.1.1"	2754
"Solyc09g015810.3.1"	2814
"Solyc09g160430.1.1"	368
"Solyc09g015820.3.1"	8638
"Solyc09g015830.3.1"	1949
"Solyc09g015840.4.1"	686
"Solyc09g015870.4.1"	407
"Solyc09g015880.5.1"	2464
"Solyc09g015900.1.1"	296
"Solyc09g015910.1.1"	401
"Solyc09g015920.1.1"	215
"Solyc09g015930.3.1"	18190
"Solyc09g016930.1.1"	398
"Solyc09g016940.4.1"	17165
"Solyc09g016950.3.1"	5671
"Solyc09g016955.1.1"	782
"Solyc09g017980.2.1"	1828
"Solyc09g160440.1.1"	580
"Solyc09g018000.1.1"	453
"Solyc09g018010.3.1"	1151
"Solyc09g018020.3.1"	1927
"Solyc09g018030.4.1"	5470
"Solyc09g018060.5.1"	7517
"Solyc09g018070.1.1"	1400
"Solyc09g018080.3.1"	573
"Solyc09g160450.1.1"	1004
"Solyc09g018130.3.1"	1614
"Solyc09g160460.1.1"	337
"Solyc09g018140.1.1"	392
"Solyc09g018150.1.1"	2597
"Solyc09g018160.3.1"	12914
"Solyc09g018170.4.1"	5083
"Solyc09g018180.3.1"	176
"Solyc09g160470.1.1"	2145
"Solyc09g018185.1.1"	4376
"Solyc09g018200.1.1"	755
"Solyc09g018210.1.1"	419
"Solyc09g160490.1.1"	1509
"Solyc09g160480.1.1"	3185
"Solyc09g018215.2.1"	1304
"Solyc09g160500.1.1"	1043
"Solyc09g018220.3.1"	2585
"Solyc09g018230.1.1"	2066
"Solyc09g018250.2.1"	416
"Solyc09g018260.3.1"	6140
"Solyc09g018280.1.1"	1331
"Solyc09g160520.1.1"	523
"Solyc09g160510.1.1"	297
"Solyc09g161940.1.1"	938
"Solyc09g160530.1.1"	232
"Solyc09g018310.4.1"	10220
"Solyc09g018320.1.1"	1157
"Solyc09g018330.3.1"	317
"Solyc09g018340.2.1"	4499
"Solyc09g018370.4.1"	36991
"Solyc09g018373.2.1"	580
"Solyc09g018377.1.1"	1189
"Solyc09g018410.4.1"	680
"Solyc09g018420.3.1"	517
"Solyc09g018440.2.1"	348
"Solyc09g018450.3.1"	6157
"Solyc09g018460.1.1"	1502
"Solyc09g018480.1.1"	263
"Solyc09g018490.4.1"	2714
"Solyc09g018500.3.1"	6277
"Solyc09g018510.3.1"	5069
"Solyc09g018520.1.1"	475
"Solyc09g018530.4.1"	764
"Solyc09g160540.1.1"	896
"Solyc09g018550.1.1"	182
"Solyc09g160550.1.1"	572
"Solyc09g018590.1.1"	2921
"Solyc09g018600.1.1"	1268
"Solyc09g018610.1.1"	1693
"Solyc09g018620.1.1"	260
"Solyc09g018650.3.1"	2551
"Solyc09g018670.3.1"	4000
"Solyc09g160560.1.1"	473
"Solyc09g018680.1.1"	320
"Solyc09g018690.4.1"	11478
"Solyc09g018720.3.1"	1024
"Solyc09g018730.4.1"	6154
"Solyc09g018740.1.1"	203
"Solyc09g018750.3.1"	2122
"Solyc09g018755.1.1"	9189
"Solyc09g018760.2.1"	4206
"Solyc09g018785.2.1"	3208
"Solyc09g018790.3.1"	2637
"Solyc09g150115.1.1"	599
"Solyc09g018830.2.1"	4923
"Solyc09g018850.3.1"	4289
"Solyc09g018890.3.1"	1127
"Solyc09g018900.3.1"	6151
"Solyc09g018920.3.1"	452
"Solyc09g018930.1.1"	1713
"Solyc09g018950.3.1"	3747
"Solyc09g018960.4.1"	14265
"Solyc09g018970.1.1"	395
"Solyc09g019970.3.1"	15468
"Solyc09g019980.3.1"	5059
"Solyc09g019990.1.1"	281
"Solyc09g020000.3.1"	23834
"Solyc09g020010.2.1"	3702
"Solyc09g020013.1.1"	6520
"Solyc09g020110.3.1"	11948
"Solyc10g012137.2.1"	590
"Solyc09g020120.1.1"	437
"Solyc09g020140.3.1"	4712
"Solyc09g020160.2.1"	2864
"Solyc09g160020.1.1"	578
"Solyc09g020190.3.1"	3832
"Solyc09g020195.1.1"	445
"Solyc09g037020.3.1"	266
"Solyc09g037030.3.1"	953
"Solyc09g160580.1.1"	305
"Solyc09g037040.1.1"	152
"Solyc09g037050.2.1"	623
"Solyc09g037060.3.1"	449
"Solyc09g037070.2.1"	555
"Solyc09g037080.3.1"	1532
"Solyc09g037090.1.1"	632
"Solyc09g037095.1.1"	6776
"Solyc09g037130.2.1"	1767
"Solyc09g037135.1.1"	1402
"Solyc09g037120.1.1"	2142
"Solyc09g037137.2.1"	1207
"Solyc09g037140.1.1"	343
"Solyc09g037150.1.1"	500
"Solyc09g037170.3.1"	995
"Solyc09g037180.1.1"	158
"Solyc09g040190.1.1"	203
"Solyc09g042200.1.1"	203
"Solyc09g042210.1.1"	616
"Solyc09g042260.3.1"	3806
"Solyc09g160590.1.1"	276
"Solyc09g150120.1.1"	1316
"Solyc09g150121.1.1"	1251
"Solyc02g044010.3.1"	2271
"Solyc09g042267.2.1"	593
"Solyc09g042280.1.1"	616
"Solyc09g042300.2.1"	365
"Solyc09g042370.1.1"	191
"Solyc09g042420.1.1"	317
"Solyc09g160230.1.1"	603
"Solyc09g042480.2.1"	1820
"Solyc09g042510.1.1"	323
"Solyc09g042520.1.1"	1005
"Solyc09g042525.2.1"	415
"Solyc09g042570.1.1"	272
"Solyc09g042575.1.1"	92541
"Solyc09g042630.1.1"	503
"Solyc09g042660.4.1"	1554
"Solyc09g042665.1.1"	1036
"Solyc09g042670.4.1"	3293
"Solyc09g042677.1.1"	11929
"Solyc09g160600.1.1"	844
"Solyc09g042690.2.1"	654
"Solyc09g160030.1.1"	568
"Solyc09g042700.4.1"	3939
"Solyc09g061400.1.1"	1527
"Solyc09g042710.3.1"	3046
"Solyc09g042720.1.1"	430
"Solyc09g042723.1.1"	1934
"Solyc09g160240.1.1"	909
"Solyc09g042727.1.1"	2008
"Solyc09g042750.3.1"	6298
"Solyc09g042760.2.1"	3484
"Solyc09g160250.1.1"	893
"Solyc09g042770.5.1"	3399
"Solyc09g042780.2.1"	4383
"Solyc09g042790.1.1"	277
"Solyc09g042800.1.1"	298
"Solyc09g161960.1.1"	22525
"Solyc09g031970.3.1"	15182
"Solyc09g031960.1.1"	1060
"Solyc09g031950.3.1"	3117
"Solyc09g031940.1.1"	1073
"Solyc09g031930.3.1"	8066
"Solyc09g031920.1.1"	602
"Solyc09g031910.2.1"	400
"Solyc09g031900.4.1"	1452
"Solyc09g031890.3.1"	801
"Solyc09g031880.3.1"	3527
"Solyc09g031870.4.1"	1193
"Solyc09g150119.1.1"	2529
"Solyc09g031850.1.1"	275
"Solyc09g031840.1.1"	506
"Solyc09g031830.1.1"	269
"Solyc09g031820.1.1"	776
"Solyc09g031810.3.1"	764
"Solyc09g031800.1.1"	446
"Solyc09g031780.3.1"	17189
"Solyc09g031770.3.1"	1483
"Solyc09g031760.1.1"	362
"Solyc09g031750.4.1"	5471
"Solyc09g031700.4.1"	11859
"Solyc09g031680.3.1"	4754
"Solyc09g031650.3.1"	6591
"Solyc09g031655.1.1"	3875
"Solyc09g031640.1.1"	326
"Solyc09g031630.1.1"	236
"Solyc09g031620.1.1"	269
"Solyc09g031610.5.1"	1153
"Solyc09g031600.2.1"	2131
"Solyc09g031590.4.1"	10980
"Solyc09g031595.1.1"	4592
"Solyc09g031580.3.1"	9202
"Solyc09g031570.1.1"	209
"Solyc09g031573.1.1"	1902
"Solyc09g031577.1.1"	2002
"Solyc09g031550.3.1"	402
"Solyc09g160630.1.1"	8057
"Solyc09g160610.1.1"	292
"Solyc09g160620.1.1"	248
"Solyc09g161970.1.1"	1844
"Solyc09g160150.1.1"	428
"Solyc09g160160.1.1"	434
"Solyc09g031540.1.1"	152
"Solyc09g031543.1.1"	52561
"Solyc09g150117.1.1"	4598
"Solyc09g031510.1.1"	184
"Solyc09g160640.1.1"	549
"Solyc09g031517.1.1"	3669
"Solyc09g030510.1.1"	272
"Solyc09g031528.1.1"	1697
"Solyc09g030470.1.1"	261
"Solyc09g030460.1.1"	332
"Solyc09g030450.3.1"	3068
"Solyc09g161980.1.1"	814
"Solyc09g030455.1.1"	5888
"Solyc09g160270.1.1"	586
"Solyc09g030390.3.1"	6925
"Solyc09g030380.1.1"	149
"Solyc09g150116.1.1"	5782
"Solyc09g030370.3.1"	1219
"Solyc09g160650.1.1"	420
"Solyc09g030360.3.1"	886
"Solyc09g161990.1.1"	412
"Solyc09g047840.3.1"	6221
"Solyc09g047860.1.1"	2283
"Solyc09g047870.4.1"	7834
"Solyc09g047900.2.1"	6184
"Solyc09g047910.5.1"	4490
"Solyc09g047920.2.1"	1627
"Solyc09g047930.1.1"	521
"Solyc09g047935.1.1"	965
"Solyc09g150137.2.1"	4722
"Solyc09g048970.3.1"	2237
"Solyc09g160660.1.1"	538
"Solyc09g048980.4.1"	1758
"Solyc09g048990.4.1"	839
"Solyc09g050020.3.1"	1142
"Solyc09g050030.1.1"	188
"Solyc09g050040.1.1"	338
"Solyc09g050050.2.1"	655
"Solyc09g050060.1.1"	329
"Solyc09g160670.1.1"	452
"Solyc09g160690.1.1"	483
"Solyc09g160680.1.1"	491
"Solyc04g051785.2.1"	3317
"Solyc09g050062.1.1"	799
"Solyc09g050063.1.1"	416
"Solyc01g007580.3.1"	443
"Solyc09g050064.1.1"	368
"Solyc09g050065.1.1"	354
"Solyc09g050066.1.1"	1165
"Solyc09g050067.1.1"	375
"Solyc09g050068.1.1"	398
"Solyc09g160740.1.1"	541
"Solyc09g160730.1.1"	357
"Solyc09g160700.1.1"	639
"Solyc09g160720.1.1"	445
"Solyc04g039760.3.1"	635
"Solyc09g160750.1.1"	254
"Solyc06g018000.3.1"	606
"Solyc09g160710.1.1"	731
"Solyc09g050069.1.1"	331
"Solyc09g050070.1.1"	1513
"Solyc09g055120.1.1"	155
"Solyc09g160760.1.1"	11310
"Solyc09g055130.1.1"	176
"Solyc09g055140.1.1"	161
"Solyc09g160780.1.1"	812
"Solyc09g160790.1.1"	300
"Solyc09g160770.1.1"	539
"Solyc09g055180.4.1"	14915
"Solyc09g055185.1.1"	1354
"Solyc09g055200.1.1"	912
"Solyc09g055210.1.1"	709
"Solyc09g055220.1.1"	215
"Solyc09g055230.3.1"	11745
"Solyc09g055250.3.1"	2304
"Solyc09g055260.4.1"	15645
"Solyc09g160040.1.1"	317
"Solyc09g055265.1.1"	2570
"Solyc09g055310.3.1"	9840
"Solyc09g055320.1.1"	233
"Solyc09g160800.1.1"	372
"Solyc09g055330.1.1"	176
"Solyc09g055340.4.1"	41096
"Solyc09g055350.3.1"	36298
"Solyc09g055420.1.1"	419
"Solyc09g055425.3.1"	895
"Solyc09g055427.1.1"	323
"Solyc09g160810.1.1"	347
"Solyc09g055450.2.1"	71
"Solyc09g055460.3.1"	281
"Solyc09g055470.1.1"	419
"Solyc09g055475.1.1"	22357
"Solyc09g055500.1.1"	998
"Solyc09g055510.1.1"	374
"Solyc09g055520.1.1"	374
"Solyc09g055540.2.1"	685
"Solyc09g160830.1.1"	392
"Solyc09g160820.1.1"	236
"Solyc09g160060.1.1"	341
"Solyc09g055547.2.1"	1280
"Solyc09g055560.1.1"	1803
"Solyc09g055570.3.1"	16264
"Solyc09g055590.3.1"	14863
"Solyc09g160840.1.1"	396
"Solyc09g055650.3.1"	1202
"Solyc09g055660.3.1"	2746
"Solyc09g055670.1.1"	188
"Solyc09g160850.1.1"	6213
"Solyc09g055710.3.1"	954
"Solyc09g055713.1.1"	958
"Solyc09g150125.2.1"	3790
"Solyc09g055740.1.1"	209
"Solyc09g055750.1.1"	1334
"Solyc09g162000.1.1"	14303
"Solyc09g055755.2.1"	12341
"Solyc09g055765.2.1"	375
"Solyc09g055790.1.1"	179
"Solyc09g055800.1.1"	849
"Solyc09g160860.1.1"	607
"Solyc09g160880.1.1"	690
"Solyc09g160870.1.1"	593
"Solyc09g055820.1.1"	1459
"Solyc09g055830.1.1"	365
"Solyc09g055840.1.1"	170
"Solyc09g055850.3.1"	656
"Solyc09g055860.1.1"	569
"Solyc09g055870.2.1"	1695
"Solyc09g055880.1.1"	452
"Solyc09g055890.4.1"	2647
"Solyc09g055900.4.1"	3758
"Solyc09g055910.3.1"	7537
"Solyc09g055920.4.1"	4925
"Solyc09g055930.3.1"	5546
"Solyc09g055940.4.1"	2853
"Solyc09g055990.2.1"	5416
"Solyc09g160900.1.1"	1085
"Solyc09g160890.1.1"	4513
"Solyc09g056060.1.1"	1235
"Solyc09g056070.1.1"	1489
"Solyc09g056080.1.1"	245
"Solyc09g160910.1.1"	556
"Solyc09g056090.1.1"	880
"Solyc09g056100.2.1"	2807
"Solyc09g056110.1.1"	638
"Solyc09g056130.4.1"	923
"Solyc09g160920.1.1"	5759
"Solyc09g056170.3.1"	8311
"Solyc09g056175.1.1"	2776
"Solyc09g056180.3.1"	3679
"Solyc09g056190.1.1"	239
"Solyc09g056200.3.1"	604
"Solyc09g056220.1.1"	194
"Solyc09g056222.2.1"	1542
"Solyc09g056226.2.1"	2728
"Solyc09g056228.1.1"	1135
"Solyc09g056230.4.1"	640
"Solyc09g056237.1.1"	5128
"Solyc09g056270.3.1"	272
"Solyc09g160930.1.1"	284
"Solyc09g056290.4.1"	1508
"Solyc09g056300.2.1"	220
"Solyc09g056310.1.1"	257
"Solyc09g056320.1.1"	365
"Solyc09g056330.1.1"	738
"Solyc09g056340.3.1"	2358
"Solyc09g056350.4.1"	22594
"Solyc09g056360.3.1"	2174
"Solyc09g056380.1.1"	1431
"Solyc09g056390.1.1"	227
"Solyc09g150126.2.1"	13836
"Solyc09g056440.1.1"	242
"Solyc09g056450.4.1"	2539
"Solyc09g056453.1.1"	741
"Solyc09g057500.1.1"	149
"Solyc09g057520.3.1"	383
"Solyc09g160170.1.1"	353
"Solyc09g160940.1.1"	1290
"Solyc09g057540.3.1"	3944
"Solyc09g057550.1.1"	747
"Solyc09g057555.2.1"	8938
"Solyc09g160950.1.1"	937
"Solyc09g160980.1.1"	375
"Solyc09g160960.1.1"	246
"Solyc09g160970.1.1"	1584
"Solyc09g150127.1.1"	1865
"Solyc09g057567.2.1"	3454
"Solyc09g057580.4.1"	7787
"Solyc09g057590.3.1"	1446
"Solyc09g057600.1.1"	547
"Solyc09g057603.1.1"	1346
"Solyc09g057607.1.1"	8232
"Solyc09g057630.3.1"	1975
"Solyc09g160990.1.1"	1439
"Solyc09g057640.4.1"	13875
"Solyc09g057650.3.1"	2943
"Solyc09g057660.3.1"	4273
"Solyc09g057670.3.1"	4567
"Solyc09g057680.3.1"	3354
"Solyc09g057710.5.1"	2415
"Solyc09g057740.1.1"	179
"Solyc09g057760.4.1"	2287
"Solyc09g161000.1.1"	621
"Solyc09g161020.1.1"	268
"Solyc09g161010.1.1"	2640
"Solyc09g057800.1.1"	494
"Solyc09g057810.1.1"	149
"Solyc09g057820.1.1"	483
"Solyc09g161030.1.1"	760
"Solyc09g057830.1.1"	245
"Solyc09g057840.1.1"	3384
"Solyc09g057845.2.1"	1371
"Solyc09g161040.1.1"	2420
"Solyc09g057860.1.1"	431
"Solyc09g057870.4.1"	13698
"Solyc09g160290.1.1"	509
"Solyc09g057880.3.1"	11545
"Solyc09g161050.1.1"	1882
"Solyc09g162010.1.1"	331
"Solyc09g161060.1.1"	467
"Solyc09g162020.1.1"	1023
"Solyc09g057883.1.1"	1215
"Solyc09g150128.1.1"	2256
"Solyc09g057900.3.1"	1613
"Solyc09g150129.1.1"	843
"Solyc09g150130.1.1"	2634
"Solyc09g057910.3.1"	21085
"Solyc09g057920.3.1"	14221
"Solyc09g057930.3.1"	1146
"Solyc09g161070.1.1"	2144
"Solyc09g057940.2.1"	874
"Solyc09g150131.1.1"	1333
"Solyc09g057950.3.1"	2963
"Solyc09g057960.1.1"	785
"Solyc09g058960.1.1"	498
"Solyc09g058970.1.1"	251
"Solyc09g058973.2.1"	515
"Solyc09g058975.2.1"	458
"Solyc09g058977.2.1"	290
"Solyc09g058980.3.1"	1444
"Solyc09g058990.3.1"	8877
"Solyc09g161080.1.1"	1720
"Solyc09g058993.1.1"	1682
"Solyc09g161090.1.1"	1342
"Solyc09g058997.1.1"	2900
"Solyc09g160080.1.1"	350
"Solyc09g059020.4.1"	3070
"Solyc09g059030.4.1"	3542
"Solyc09g059040.3.1"	3710
"Solyc09g059060.1.1"	191
"Solyc09g059070.3.1"	729
"Solyc09g059080.1.1"	254
"Solyc09g059100.3.1"	4860
"Solyc09g161130.1.1"	9988
"Solyc09g161110.1.1"	867
"Solyc09g161120.1.1"	980
"Solyc09g161140.1.1"	206
"Solyc09g161100.1.1"	951
"Solyc09g059120.1.1"	512
"Solyc09g059125.1.1"	2819
"Solyc09g059130.1.1"	440
"Solyc09g059140.1.1"	401
"Solyc09g059150.1.1"	941
"Solyc09g162030.1.1"	3008
"Solyc09g059155.1.1"	15376
"Solyc09g059170.3.1"	731
"Solyc09g161150.1.1"	333
"Solyc09g059200.1.1"	200
"Solyc09g059210.1.1"	203
"Solyc09g059220.1.1"	224
"Solyc09g059240.3.1"	3110
"Solyc09g161170.1.1"	549
"Solyc09g161160.1.1"	852
"Solyc09g059245.1.1"	4085
"Solyc09g059250.1.1"	296
"Solyc09g059260.4.1"	1824
"Solyc09g059270.3.1"	3711
"Solyc09g059280.3.1"	164
"Solyc09g059290.4.1"	1790
"Solyc09g059300.1.1"	224
"Solyc09g059310.3.1"	8365
"Solyc09g059320.3.1"	2428
"Solyc09g059330.3.1"	871
"Solyc09g162040.1.1"	3769
"Solyc09g059340.2.1"	2996
"Solyc09g150132.1.1"	3632
"Solyc09g059380.1.1"	533
"Solyc09g059390.2.1"	2476
"Solyc09g059410.1.1"	290
"Solyc09g059420.1.1"	398
"Solyc09g059427.1.1"	2165
"Solyc09g059430.3.1"	3104
"Solyc09g059440.1.1"	1787
"Solyc09g059450.5.1"	6231
"Solyc09g059460.4.1"	4350
"Solyc09g059470.4.1"	3811
"Solyc09g160300.1.1"	741
"Solyc09g150133.1.1"	1518
"Solyc09g150134.1.1"	1380
"Solyc09g059500.3.1"	10377
"Solyc09g059510.3.1"	5844
"Solyc09g059515.1.1"	2500
"Solyc09g059520.3.1"	7910
"Solyc09g063157.2.1"	2162
"Solyc09g059550.1.1"	1079
"Solyc09g059560.3.1"	422
"Solyc09g059565.1.1"	1253
